Feat1,Feat2,Label
-0.037877,-0.11438,1
-1.6426,-1.5683,1
-0.32895,-0.24286,1
-1.696,-1.7289,1
0.33931,0.30718,1
-0.048876,-0.0056697,1
1.3531,1.4497,1
0.87152,0.87363,1
-0.21114,-0.14626,1
-0.6503,-0.75177,1
0.96829,1.0181,1
1.3114,1.3239,1
0.41176,0.53733,1
-0.73371,-0.6562,1
-0.28429,-0.067661,1
1.0758,0.98474,1
0.79292,0.80134,1
0.64288,0.66849,1
0.85946,0.84474,1
0.044178,0.065199,1
-0.066577,-0.11134,1
-0.2277,-0.23277,1
0.67894,0.64815,1
-0.52873,-0.60822,1
0.25505,0.13391,1
-0.42865,-0.40901,1
0.93851,0.86701,1
-1.4279,-1.4556,1
-0.23128,-0.20388,1
-0.25594,-0.25357,1
-0.44537,-0.39677,1
-0.036257,0.011558,1
0.56709,0.61813,1
0.56536,0.57229,1
-0.78246,-0.66999,1
-0.39496,-0.44419,1
1.0325,1.0787,1
-0.23207,-0.17431,1
-0.2221,-0.10936,1
-1.0395,-1.06,1
-0.74401,-0.72999,1
0.61968,0.6936,1
1.6851,1.7408,1
-0.20135,-0.21717,1
0.033129,0.025255,1
-0.068758,0.023456,1
0.15478,0.12586,1
-1.1175,-1.1603,1
-0.10269,-0.11081,1
-1.0373,-1.1569,1
0.64112,0.78432,1
-0.38678,-0.40749,1
-0.53823,-0.46849,1
0.9672,0.90357,1
0.43444,0.25232,1
1.2635,1.4092,1
0.64701,0.72664,1
0.55695,0.6559,1
0.18688,0.12998,1
0.0059471,-0.013522,1
-0.013413,0.059896,1
0.92787,0.87228,1
0.19766,0.20577,1
1.036,1.0121,1
0.20548,0.30365,1
-0.95678,-0.98785,1
-0.39665,-0.43847,1
0.81188,0.77308,1
0.57183,0.58142,1
0.75826,0.73261,1
0.1873,0.088603,1
0.35914,0.31077,1
0.23583,0.19328,1
-1.4183,-1.3965,1
0.5208,0.4588,1
0.020929,0.023257,1
0.27387,0.28597,1
-0.02447,-0.036242,1
-1.4009,-1.3746,1
-0.64518,-0.7304,1
0.82082,0.87513,1
-1.0253,-1.0417,1
-0.55239,-0.4786,1
0.08311,0.12371,1
-1.2135,-1.1583,1
0.66965,0.70614,1
1.167,1.1052,1
-0.30968,-0.18493,1
-0.30816,-0.33584,1
0.33972,0.40806,1
-0.16917,-0.11991,1
-0.48827,-0.49907,1
-0.19796,-0.06851,1
0.25122,0.30662,1
-0.24779,-0.26208,1
0.59094,0.65155,1
-0.44433,-0.52558,1
1.0958,1.0815,1
-0.7714,-0.6753,1
0.56043,0.49448,1
-1.3062,-1.2792,1
-2.2707,-2.2868,1
0.28319,0.31545,1
-0.12495,-0.18313,1
1.0198,1.011,1
-0.33704,-0.34458,1
0.093757,0.11005,1
-0.033532,-0.14388,1
-0.46535,-0.44507,1
0.72998,0.7076,1
0.666,0.62523,1
0.62112,0.7368,1
0.58869,0.69696,1
-0.37478,-0.38031,1
0.00030092,-0.045028,1
0.75909,0.7482,1
0.71806,0.6671,1
0.45266,0.57487,1
-0.35293,-0.39986,1
-0.2707,-0.30263,1
-0.57001,-0.60445,1
0.099207,0.021389,1
-0.048959,-0.0041781,1
-0.045031,0.077594,1
-0.96552,-0.93738,1
-0.57586,-0.46763,1
-0.17529,-0.097383,1
-0.12993,-0.045323,1
0.23361,0.28274,1
0.22354,0.18726,1
1.1854,1.1802,1
0.80282,0.82776,1
-0.33871,-0.27248,1
-0.98334,-1.0161,1
0.0085777,-0.12836,1
-0.38586,-0.36767,1
-1.1047,-1.1068,1
0.3387,0.46429,1
-0.27517,-0.28014,1
-0.16436,-0.15536,1
-1.4984,-1.4809,1
-0.63914,-0.70097,1
-0.90738,-0.97801,1
0.22466,0.17059,1
0.027822,0.12077,1
-0.47736,-0.41996,1
-0.65977,-0.6879,1
0.54716,0.58239,1
-0.19955,-0.10004,1
0.90734,0.83238,1
-0.1986,-0.10127,1
-0.14093,-0.094458,1
-0.089703,0.049461,1
0.17008,0.30588,1
-1.1956,-1.0525,1
0.10657,0.085401,1
-0.44401,-0.55219,1
-0.16394,-0.14363,1
0.21802,0.2559,1
-0.012078,-0.012256,1
0.3168,0.29391,1
0.14281,0.095077,1
0.050412,0.0092938,1
0.78146,0.85047,1
0.3399,0.39953,1
-0.23338,-0.22534,1
0.83878,0.90354,1
0.22464,0.13003,1
-1.1797,-1.1521,1
1.3713,1.4022,1
0.62677,0.60741,1
0.77696,0.88566,1
0.84224,0.93073,1
0.34466,0.31963,1
-0.010818,-0.075219,1
0.4477,0.48333,1
1.5193,2.1387,0
2.8366,1.4193,0
1.2362,2.4951,0
2.5884,1.7075,0
3.2468,1.2797,0
2.3132,1.8882,0
1.3545,2.4675,0
1.6603,2.2195,0
1.9663,2.0378,0
2.0729,1.8869,0
1.5653,2.2896,0
1.28,2.4464,0
1.7793,2.042,0
1.142,2.5011,0
2.3784,1.7903,0
2.7225,1.6022,0
1.6921,2.1588,0
2.2557,1.7975,0
2.488,1.7632,0
1.7941,2.1943,0
3.4293,1.1617,0
2.0568,1.8828,0
2.4584,1.7633,0
0.8507,2.7123,0
1.7657,2.2312,0
1.837,2.0169,0
2.6594,1.62,0
2.1793,1.8627,0
5.1149,0.18593,0
2.3807,1.8816,0
2.5637,1.5983,0
1.0837,2.4976,0
2.8988,1.5597,0
2.061,1.9635,0
2.449,1.8357,0
2.3373,1.7476,0
-0.27945,3.3107,0
1.825,2.0006,0
3.0633,1.3486,0
2.2075,1.952,0
3.2242,1.2814,0
1.9581,2.0259,0
1.3758,2.4377,0
1.5916,2.2612,0
-0.05879,3.2585,0
2.8486,1.5084,0
3.1669,1.3395,0
1.2322,2.5353,0
1.1468,2.541,0
2.7684,1.4953,0
2.1914,1.9712,0
1.3109,2.4784,0
1.5489,2.1575,0
3.2335,1.2414,0
2.4786,1.7359,0
2.4327,1.8146,0
2.5949,1.6259,0
1.5553,2.2994,0
0.51678,2.7745,0
2.2722,1.9044,0
1.8938,2.0996,0
3.3384,1.1977,0
1.3177,2.4964,0
2.3967,1.8107,0
1.6278,2.2038,0
1.862,2.0738,0
3.0144,1.4293,0
2.7207,1.457,0
2.1264,1.7863,0
2.2891,1.8479,0
2.675,1.5827,0
1.6514,2.2384,0
2.1023,1.9474,0
1.2445,2.4408,0
1.6471,2.1058,0
2.0205,1.9989,0
2.9,1.4383,0
2.5842,1.5914,0
2.1211,1.9032,0
2.1621,1.9148,0
2.9756,1.4319,0
0.9827,2.6457,0
2.4455,1.88,0
2.9332,1.5953,0
0.84655,2.5896,0
2.7617,1.5088,0
2.4793,1.6531,0
2.4186,1.7284,0
1.2916,2.4019,0
1.7267,2.2078,0
1.3044,2.3737,0
1.4058,2.4043,0
3.1286,1.2657,0
1.3811,2.3967,0
1.2589,2.4609,0
1.525,2.2079,0
2.3706,1.812,0
2.3002,1.8477,0
3.0597,1.3297,0
2.4893,1.7676,0
1.1938,2.4759,0
1.4488,2.336,0
2.1052,1.8201,0
2.279,1.8555,0
0.24887,2.9885,0
2.3858,1.7255,0
1.7832,2.1829,0
1.9025,2.0576,0
1.9048,2.106,0
2.749,1.6278,0
3.3433,1.2634,0
1.8578,2.0536,0
2.7894,1.5265,0
2.2614,1.828,0
1.872,2.0502,0
2.3296,1.7703,0
0.45875,2.817,0
2.346,1.7153,0
1.8076,2.1545,0
2.9926,1.3434,0
1.8685,2.092,0
1.2104,2.5297,0
1.3929,2.3444,0
2.6273,1.5793,0
1.8973,2.0907,0
1.6314,2.1455,0
3.0698,1.4224,0
2.389,1.7903,0
3.1651,1.1866,0
3.1313,1.1926,0
2.1207,1.8389,0
3.3468,1.1431,0
0.9082,2.5067,0
1.5433,2.2536,0
1.7742,2.2307,0
1.9181,2.116,0
2.5968,1.6309,0
2.6357,1.5729,0
2.288,1.8044,0
1.096,2.5687,0
3.8509,0.99439,0
1.3056,2.3885,0
0.81102,2.7929,0
0.55061,2.9205,0
2.2217,1.8974,0
1.307,2.413,0
0.48564,2.8747,0
1.5903,2.3586,0
1.7376,2.0322,0
2.1853,1.9844,0
3.1774,1.2925,0
2.3725,1.823,0
1.6379,2.2861,0
1.1796,2.4665,0
4.0239,0.84231,0
0.52883,2.7336,0
2.6567,1.5819,0
1.7083,2.1425,0
3.3503,1.2031,0
1.8344,2.0688,0
1.8071,2.2267,0
2.4209,1.7169,0
1.54,2.2929,0
2.1729,1.8559,0
2.8666,1.3736,0
1.0266,2.644,0
1.8727,2.1849,0
2.4018,1.7165,0
1.4115,2.3086,0
1.9554,2.0556,0
2.2092,1.8464,0
0.78751,2.7366,0
-0.032687,3.1715,0
